name,url,logo,categories,creation date,region,street,zip_code,city,address,lat,lon
Knowliah,http://www.knowliah.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Knowliah_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",1999.0,Flanders,Leuvensesteenweg 282c,3190,Boortmeerbeek,Leuvensesteenweg 282c 3190 Boortmeerbeek,50.9701979,4.5665391
LAMMP,https://lammp.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/LAMMP_squared.png,"Agritech, Cleantech & energy",2019.0,Flanders,Begonialei 9,2170,Antwerpen,Begonialei 9 2170 Antwerpen,51.2506906,4.4569495
Lawrenza,https://lawrenza.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lawrenza_squared.png,Legal & FinTech,2016.0,Brussels,Rue de Soignies 140,7800,Ath,Rue de Soignies 140 7800 Ath,50.6228927,3.7966581
Limecraft,https://www.limecraft.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Limecraft_squared.png,Image & video processing,2010.0,Flanders,Sint-Salvatorstraat 18B / 301,9000,Gent,Sint-Salvatorstraat 18B / 301 9000 Gent,,
Lindacare,https://lindacare.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lindacare_squared.png,Healthcare & biotech,2015.0,Flanders,Grauwmeer 1 / 41,3001,Leuven,Grauwmeer 1 / 41 3001 Leuven,50.8467078,4.7190228
Ludebo,https://www.sec-dpo.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ludebo_squared.png,Legal & FinTech,2019.0,Wallonia,Rue Jules Beresse 26b,7031,Mons,Rue Jules Beresse 26b 7031 Mons,50.4298948,4.0392628
Marple,https://getmarple.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/marple_squared.png,"RPA, Internal Data & Intelligence",2019.0,Flanders,Sint-Pietersvliet 7,2000,Antwerpen,Sint-Pietersvliet 7 2000 Antwerpen,51.2256089,4.4008316
Mediabos,https://www.mediabos.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mediabos_squared.png,"Security, Cyber-Security",2000.0,Wallonia,Lohirville 22 / A,4890,Thimister-Clermont,Lohirville 22 / A 4890 Thimister-Clermont,50.6465716,5.9011253
Memoco,https://memoco.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Memoco_squared.png,"Agritech, Cleantech & energy",1982.0,Wallonia,Rue de Rodeuhaie 6,1348,Ottignies-Louvain-la-Neuve,Rue de Rodeuhaie 6 1348 Ottignies-Louvain-la-Neuve,50.6610392,4.6264877
Mentis,https://thingks.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mentis_squared.png,Speech & Text,2005.0,Brussels,Hodbomont 20,4910,Theux,Hodbomont 20 4910 Theux,50.5266291,5.7839654
Metheore,http://metheore.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/metheore_squared.png,Industrial,2018.0,Wallonia,Rue du Bois St-Jean 15 / 1,4102,Seraing,Rue du Bois St-Jean 15 / 1 4102 Seraing,50.5925498,5.5584119
Minze health,https://minzehealth.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Minze-health_squared.png,Healthcare & biotech,2015.0,Flanders,BOSWEG 37,4645 RB,PUTTE,BOSWEG 37 4645 RB PUTTE,51.3656851,4.3983109
Mona,https://mona.health/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Mona_squared.png,Healthcare & biotech,2020.0,Flanders,Neerijse steenweg 6 / 2,3061,Bertem,Neerijse steenweg 6 / 2 3061 Bertem,50.8441655,4.5942873
Moonoia,https://www.moonoia.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Moonoia_squared.png,"RPA, Internal Data & Intelligence",2019.0,Wallonia,Avenue Georges Lemaitre 26,6041,Charleroi,Avenue Georges Lemaitre 26 6041 Charleroi,50.4705556,4.4677248
Movanis,http://www.movanis.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Movanis_squared.png,Industrial,2008.0,Flanders,Mijnwerkerslaan 14,3550,Heusden-Zolder,Mijnwerkerslaan 14 3550 Heusden-Zolder,51.0410926,5.323355
Novable,https://novable.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Novable_squared.png,Sales & Marketing,2019.0,Brussels,Chaussée de La Hulpe 150,1170,Watermael-Boitsfort,Chaussée de La Hulpe 150 1170 Watermael-Boitsfort,50.7967116,4.4014503
Marketing & more,https://www.marketingandmore.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Marketing-and-more_squared.png,Sales & Marketing,2016.0,Flanders,"Rue Favauge, St-Gérard 22",5640,Mettet,"Rue Favauge, St-Gérard 22 5640 Mettet",50.3476173,4.693153
Optimal Computing,https://www.optimalcomputing.be/index.php?company=company,https://community.ai4belgium.be/ai-landscape//landscape_logos/Optimal-Computing_squared.png,Services,2008.0,Wallonia,Rue de la Vignette(O) 36,7034,Mons,Rue de la Vignette(O) 36 7034 Mons,50.4960069,4.0114285
Optimal Design,https://optimaldesign.com/OD/company.html,https://community.ai4belgium.be/ai-landscape//landscape_logos/Optimal-Design_squared.png,Services,1997.0,Brussels,Rue des Vignoulles 4,4140,Sprimont,Rue des Vignoulles 4 4140 Sprimont,50.4837271,5.5926324
Oscars,https://www.oscars-sa.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Oscars_squared.png,"Hardware, Edge, Drone & geolocation",2007.0,Wallonia,Place du Chapitre 16,5300,Andenne,Place du Chapitre 16 5300 Andenne,50.487646,5.1011784
OSWALD,https://www.oswald.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/OSWALD_squared.png,Chatbots & Assistants,2018.0,Flanders,Neuseplein 14,9000,Gent,Neuseplein 14 9000 Gent,51.0681511,3.7283214
Ovizio,https://ovizio.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Ovizio-Imaging-Systems_squared.png,Healthcare & biotech,2010.0,Brussels,Rue François Dubois 2 / 2,1310,La Hulpe,Rue François Dubois 2 / 2 1310 La Hulpe,50.7355896,4.4942101
Partheas,https://partheas.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Partheas_squared.png,Healthcare & biotech,2012.0,Flanders,Capucienenlaan 93A,9300,Aalst,Capucienenlaan 93A 9300 Aalst,50.9328194,4.0296657
Pegus Digital,https://pegus.digital/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1557739901139_squared.png,Services,2012.0,Flanders,Grafenberger Allee 297,40237,Dusseldorf,Grafenberger Allee 297 40237 Dusseldorf,51.2366523,6.821585
PEPITe,https://www.pepite.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/PEPITe_squared.png,Industrial,2002.0,Wallonia,Brux 3,4990,Lierneux,Brux 3 4990 Lierneux,50.2900439,5.8211112
Phasya,https://www.phasya.com/en,https://community.ai4belgium.be/ai-landscape//landscape_logos/Phasya_squared.png,Healthcare & biotech,2014.0,Wallonia,Rue du Bois St-Jean 29,4102,Seraing,Rue du Bois St-Jean 29 4102 Seraing,50.5949304,5.562094
PRICING PACT,https://www.pricingpact.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/PricingPact_squared.png,Sales & Marketing,2017.0,Brussels,Rue des Anciens Etangs 55,1190,Forest,Rue des Anciens Etangs 55 1190 Forest,50.8180282,4.3187484
ProteoFormiX,https://www.proteoformix.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/ProteoFormiX_squared.png,Healthcare & biotech,2017.0,Flanders,Sassenhout 26 C,2290,Vorselaar,Sassenhout 26 C 2290 Vorselaar,51.2099894,4.8058963
Proxyclick,https://www.proxyclick.com/fr/?ads_cmpid=10183243095&ads_adid=100705580294&ads_matchtype=e&ads_network=g&ads_creative=438584373765&utm_term=proxyclick&ads_targetid=kwd-333521833842&utm_campaign=&utm_source=adwords&utm_medium=ppc&ttv=2&gclid=Cj0KCQiAoab_BRCxARIsANMx4S4eNWy3CB0MJQS_f507NsZWoBKEntVo3N3ow4gD_75rlWTZ5BN3a5QaAgU_EALw_wcB,https://community.ai4belgium.be/ai-landscape//landscape_logos/27_squared.png,Services,2004.0,Brussels,Avenue des Arts 56,1000,Bruxelles,Avenue des Arts 56 1000 Bruxelles,50.8411008,4.3667133
Qompium,https://www.fibricheck.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Qompium_squared.png,Healthcare & biotech,2015.0,Flanders,Kempische steenweg 303 / 27,3500,Hasselt,Kempische steenweg 303 / 27 3500 Hasselt,50.9548418,5.3501056
Raymon,http://raymon.ai/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Raymon_squared.png,"Hardware, Edge, Drone & geolocation",2019.0,Flanders,Oude Liersebaan 131,2800,Mechelen,Oude Liersebaan 131 2800 Mechelen,51.0389538,4.4773277
Relu,http://relu.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Relu_squared.png,Healthcare & biotech,2019.0,Flanders,Meidoornlaan(Kessel) 32,2560,Nijlen,Meidoornlaan(Kessel) 32 2560 Nijlen,51.1494843,4.6097204
Robonext,http://www.robonext.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Robonext_squared.png,"RPA, Internal Data & Intelligence",2018.0,Flanders,Vestinglaan 57 /,2650,Edegem,Vestinglaan 57 / 2650 Edegem,51.1690239,4.4300903
salamander U,https://www.salamanderu.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/salamander-U_squared.png,Healthcare & biotech,2015.0,Wallonia,Rue de la Source 191 / C,5351,Ohey,Rue de la Source 191 / C 5351 Ohey,50.4496823,5.1474486
Savaco,http://www.savaco.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/1519856862217_squared.png,Services,1991.0,Flanders,Kuurnsestraat 54,8860,Lendelede,Kuurnsestraat 54 8860 Lendelede,50.8793891,3.2429043
Savics,http://www.savics.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Savics_squared.png,Healthcare & biotech,2016.0,Brussels,Rue de l'Hospice Communal 6,1170,Watermael-Boitsfort,Rue de l'Hospice Communal 6 1170 Watermael-Boitsfort,50.7996206,4.4183027
Simpl,http://www.logiciel-crm.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Simpl_squared.png,Healthcare & biotech,2005.0,Wallonia,Rue des Frères Lefort 6,1480,Tubize,Rue des Frères Lefort 6 1480 Tubize,50.68561,4.2036777
SIRIUS Insight,http://www.siriusinsight.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/SIRIUS-Insight_squared.png,Sales & Marketing,1990.0,Wallonia,Avenue Alexander Fleming 10,1348,Ottignies-Louvain-la-Neuve,Avenue Alexander Fleming 10 1348 Ottignies-Louvain-la-Neuve,,
Sirris,http://www.sirris.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sirris_squared.png,Industrial,1949.0,Wallonia,Rue du Pavillon7,1030,Schaerbeek,Rue du Pavillon7 1030 Schaerbeek,,
Sitemark,https://www.sitemark.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sitemark_squared.png,Industrial,2016.0,Flanders,Gaston Geenslaan 9 / B2,3001,Leuven,Gaston Geenslaan 9 / B2 3001 Leuven,50.8655765,4.6698208
Sitemark,http://%20https//www.smartnodes.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sitemark_squared.png,Industrial,2014.0,Wallonia,Gaston Geenslaan 9 / B2,3001,Leuven,Gaston Geenslaan 9 / B2 3001 Leuven,50.8655765,4.6698208
SmartSpoken,http://www.thecofoundry.co/investments-1/2016/12/29/smartspoken,https://community.ai4belgium.be/ai-landscape//landscape_logos/SmartSpoken_squared.png,Speech & Text,2015.0,Flanders,Veldkant 33A,2550,Kontich,Veldkant 33A 2550 Kontich,51.1424488,4.4427143
Solvice,http://www.solvice.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/solvice.jpeg,Industrial,2015.0,Flanders,Prins Boudewijnlaan 41,2650,Edegem,Prins Boudewijnlaan 41 2650 Edegem,51.1475776,4.4363272
Sparkle,https://www.sparkle.tech/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sparkle_oranje_RGB_transparant_squared.png,Services,2016.0,Wallonia,Hoek 61 / B000,3930,Hamont-Achel,Hoek 61 / B000 3930 Hamont-Achel,51.2470934,5.4876905
Spentys,http://%20https//www.spentys.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Spentys_squared.png,Healthcare & biotech,2017.0,Brussels,Boulevard de l'Humanité 292,1190,Forest,Boulevard de l'Humanité 292 1190 Forest,50.8079736,4.3044599
Sunrise,http://www.sunrise-sleep.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Sunrise_squared.png,Healthcare & biotech,2015.0,Wallonia,Av. de l'Exposition Universelle 17-19,1083,Ganshoren,Av. de l'Exposition Universelle 17-19 1083 Ganshoren,50.8788105,4.3161594
sweepatic,http://%20https//www.sweepatic.com,https://community.ai4belgium.be/ai-landscape//landscape_logos/sweepatic_squared.png,"Security, Cyber-Security",2016.0,Flanders,Vaartkom 41,3000,Leuven,Vaartkom 41 3000 Leuven,50.8880603,4.7026536
Taglayer,http://www.taglayer.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/taglayer.jpeg,Sales & Marketing,2016.0,Flanders,Meir 78 / 44,2000,Antwerpen,Meir 78 / 44 2000 Antwerpen,51.2181707,4.4070371
Tapptic,http://www.tapptic.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/5c7d2faa5c22936edc4d841f_Logo_white-1_squared.png,Services,2010.0,Brussels,Boulevard de la Cambre 28/30,1000,Bruxelles,Boulevard de la Cambre 28/30 1000 Bruxelles,50.815974,4.3739876
TELEMIS,http://www.telemis.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/TELEMIS_squared.png,Healthcare & biotech,1999.0,Wallonia,Avenue Athéna 2,1348,Ottignies-Louvain-la-Neuve,Avenue Athéna 2 1348 Ottignies-Louvain-la-Neuve,50.6751066,4.611846
The retail factory,https://theretailfactory.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/The-retail-factory_squared.png,Retail & telecom,2009.0,Flanders,Carrefour de l'Europe 3,1000,Bruxelles,Carrefour de l'Europe 3 1000 Bruxelles,50.8459317,4.3561057
Thelis,http://www.thelis.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Thelis_squared.png,Services,1989.0,Wallonia,Fabriekstraat 39,3400,Landen,Fabriekstraat 39 3400 Landen,50.748332,5.0837087
TIMI,https://timi.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/TIMI_squared.png,"RPA, Internal Data & Intelligence",2007.0,Brussels,Wellingstraat(HEU) 48,9070,Destelbergen,Wellingstraat(HEU) 48 9070 Destelbergen,,
Tractonomy,http://www.tractonomy.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/tractonomy.jpeg,Industrial,2018.0,Flanders,Ottergemsesteenweg-Zuid 713,9000,Gent,Ottergemsesteenweg-Zuid 713 9000 Gent,51.0174632,3.7418975
Traicie,http://traicie.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Traicie_squared.png,HR & Skills,2019.0,Flanders,Deinsesteenweg4,9031,Gent,Deinsesteenweg4 9031 Gent,,
Treedy's,http://treedys.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/treedy_squared.png,Retail & telecom,2015.0,Brussels,Oosterplasweg 35,5215HT,'s-Hertogenbosch,Oosterplasweg 35 5215HT 's-Hertogenbosch,51.6900599,5.3476132
Trendminer,https://www.trendminer.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trendminer_squared.png,Industrial,2008.0,Flanders,Kempische steenweg 309 / 5.01,3500,Hasselt,Kempische steenweg 309 / 5.01 3500 Hasselt,,
Trendskout,http://www.trendskout.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Trendskout_logo_site__squared.png,Services,2019.0,Flanders,Ottergemsesteenweg-Zuid 808 / B164,9000,Gent,Ottergemsesteenweg-Zuid 808 / B164 9000 Gent,51.0160755,3.7325263
Tropos,http://www.tropos.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/cropped-tropos-logo-square-367x68-1_squared.png,Services,2015.0,Flanders,Krommepopulierstraat 16,9030,Gent,Krommepopulierstraat 16 9030 Gent,51.0753769,3.6986399
Underside,http://www.underside.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/underside_squared.png,Services,2000.0,Wallonia,Avenue Georges Lemaitre 5,6041,Charleroi,Avenue Georges Lemaitre 5 6041 Charleroi,50.4705556,4.4677248
VECTR Consulting,https://vectr.consulting/,https://community.ai4belgium.be/ai-landscape//landscape_logos/VectrConsulting_squared.png,Services,2016.0,Flanders,Weggevoerdenstraat 26,3012,Leuven,Weggevoerdenstraat 26 3012 Leuven,50.9243427,4.7191663
VersaSense,http://www.versasense.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/versasense-logo-small_squared.png,Services,2016.0,Flanders,Kapeldreef 60,3001,Leuven,Kapeldreef 60 3001 Leuven,50.8620767,4.6715625
Vision++,http://www.visionplusplus.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Vision_squared.png,Image & video processing,2007.0,Flanders,Borsbeeksebrug 34 / 1,2600,Antwerpen,Borsbeeksebrug 34 / 1 2600 Antwerpen,51.200642,4.4368875
VoxelSensors,https://www.voxelsensors.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/voxelsensors.jpeg,Industrial,2020.0,Brussels,Cantersteen 47,1000,Bruxelles,Cantersteen 47 1000 Bruxelles,50.8455966,4.3582269
Waylay,http://www.waylay.io/,https://community.ai4belgium.be/ai-landscape//landscape_logos/6654105_squared.png,Services,2014.0,Flanders,Blekersdijk 33A,9000,Gent,Blekersdijk 33A 9000 Gent,51.0591158,3.7315426
Westray,http://www.westray.eu/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Westray_squared.png,"Automotive, mobility & travel",2018.0,Flanders,Lange Lobroekstraat 41-45,2060,Antwerpen,Lange Lobroekstraat 41-45 2060 Antwerpen,51.2276767,4.4364269
XC Lab,http://xclab.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/logo-xc-lab-488x128-1_squared.png,Services,2019.0,Wallonia,Route d'Eupen(BLN) 212,4837,Baelen,Route d'Eupen(BLN) 212 4837 Baelen,,
Molengeek,https://molengeek.com/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Molengeek_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2016.0,Brussels,Place de la Minoterie 10,1080,Molenbeek-Saint-Jean,Place de la Minoterie 10 1080 Molenbeek-Saint-Jean,50.8553354,4.3412741
Dwengo,https://dwengo.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Dwengo_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2009.0,Flanders,Lange Leemstraat 334 / 201,2018,Antwerpen,Lange Leemstraat 334 / 201 2018 Antwerpen,51.210451,4.4094903
Be Central,http://becentral.org/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Be-Central_squared.png,"Social (Education, Civic Tech, Entertainment, etc)",2017.0,Brussels,Cantersteen 12,1000,Bruxelles,Cantersteen 12 1000 Bruxelles,50.8455687,4.3574923
Lopos,https://www.lopos.be/,https://community.ai4belgium.be/ai-landscape//landscape_logos/Lopos_squared.png,Healthcare & biotech,2020.0,Flanders,Ottergemsesteenweg-Zuid 808 / 361,9000,Gent,Ottergemsesteenweg-Zuid 808 / 361 9000 Gent,51.0152662,3.7321988
