Company Name,Link,Region,Address
Crodeon Tech.,https://www.crodeon.com/,Flanders,"Technologiepark-Zwijnaarde 82, 9052 Gent"
EMDYN,https://www.emdyn.com/,Flanders,
Engine27,http://www.engine27.be,Flanders,
Entelec Control Systems,https://www.entelec.eu/,Flanders,"Wetenschapspark 25, 3590 Diepenbeek"
Hozint,https://www.hozint.com/,Brussels,
IP Metro,https://ipmetro.com/,Flanders,"Kerselaarstraat 28, 9820 Merelbeke"
Kerberos,http://kerberos.io,Flanders,"Tiensesteenweg 170, 3001 Leuven"
Mauhn,http://mauhn.com,Flanders,
Mediabos,https://www.mediabos.be/,Wallonia,"Lohirville 22A à, 4890 Thimister-Clermont"
Nviso,http://www.nviso.be,Brussels,"Guimardstraat 8, 1000 Brussel"
Phished,http://phished.be,Flanders,"Bondgenotenlaan 138, 3000 Leuven"
Qualitics,http://www.qualitics.eu,Wallonia,
Roborana,http://roborana.be,Flanders,"Veldkant 33b, 2550 Kontich"
Senhive,http://senhive.com,Flanders,0473 19 04 94
sweepatic,http:// https://www.sweepatic.com,Flanders,"Kapeldreef 60, 3001 Leuven"
Actonomy,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwihua69rO7tAhWChtUKHb8DDx8YABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2wAaMm978LFJgSpSJVPPCWzil5ja8i25J7R6DaC48uyp9q5QQJf2MrcJeabi9ovIl7ijunPuaL4-fv_I2TsE&sig=AOD64_3nnSJs5bnAPLHiU0joRkn0cFavTA&q&adurl&ved=2ahUKEwj06qe9rO7tAhUN8BoKHZlFALkQ0Qx6BAgFEAE,Flanders,"Xavier de Cocklaan 68, 9831 Sint-Martens-Latem"
Allthingsblue,http://allthingsblue.eu,Flanders,
AlterEdu,http://www.alteredu.be,Flanders,
BeWorkHappy,http://www.beworkhappy.be,Flanders,
Conversation Starter,https://www.conversationstarter.net/,Flanders,
EngineerX,http://www.engineerx.com,Flanders,"Belgicastraat 5/bus 2, 1930 Zaventem"
Facelytix,https://www.facelytix.com/,Flanders,
Gapp,http://plann3r.com,Flanders,"Eerste Ringdijkstraat 4, 1097 BC Amsterdam, Nederland"
Hirering,http://www.hirering.eu,Wallonia,"Cours Saint Michel 30A, 1040 Etterbeek"
ImplicitMeasures,https://implicitmeasures.com/,Flanders,
JiGSO,http://jigso.com,Flanders,"Antwerpse Steenweg 61, 2660 Antwerpen"
Jobgether,https://jobgether.com/,Brussels,+33 1 84 80 24 46
Karamel.one,https://karamel.one/,Flanders,
Lizi,http://lizi.works,Flanders,
Plann3R,https://plann3r.com/,Flanders,
ShiftMeApp,http://www.restaurant.shiftmeapp.com ,Brussels,"Louizalaan 523, 1050 Brussel"
Sympl,https://sympl.be/,Flanders,"Rijnkaai 37/bus 4, 2000 Antwerpen"
Techwolf,http://www.techwolf.be,Flanders,"Overzet 14b, 9000 Gent"
theMatchbox,http://thematchbox.be,Flanders,"Corluylei 43, 2150 Borsbeek"
Traicie,http://traicie.com ,Flanders,"Deinsesteenweg 114, 9031 Gent"
Adunio,http://www.adun.io,Flanders,
Apptweak,http://www.apptweak.com,Brussels,"The Platinum, Louizalaan 235, 1050 Brussel"
ASKOLI,http://www.askoli.net,Wallonia,
BossData,https://bossdata.be/contact/,Flanders,"Broederminstraat 9, 2018 Antwerpen"
Co-libry ,https://co-libry.com/,Flanders,
Cropland,http://www.cropland.be,Flanders,"Willem van Laarstraat 86/bus 02, 2600 Antwerpen"
Customer-Care AI,http://www.customer-care.ai/,Brussels,
eRowz,http://www.site-annonce.be,Wallonia,2011
Froomle,http://www.froomle.ai,Flanders,"MeetDistrict The Link Posthofbrug 6-8, 2600"
Hello Customer,https://www.hellocustomer.com/en/,Flanders,"Zuiderpoort, Gaston Crommenlaan 14/C1.1, 9000 Gent"
Hive CPQ,http://www.hivecpq.com,Flanders,"Kleindokkaai 17, 9000 Gent"
Instaon,https://instaon.io/fr,Brussels,
Ittention,https://www.ittention.com/,Wallonia,"Bd Dolez, 7000 Mons"
Juyo Analytics,http://juyoanalytics.com,Brussels,
Koopol,http://koopol.com,Wallonia,"Av. du Général Michel 1e, 6000 Charleroi"
LR Physics Consulting,https://lrdatascience.com/,Wallonia,"Rue de Corthys 11, 4280 Hannut"
Marketing & more,https://www.marketingandmore.be/,Flanders,"Veldkant 33, 2250 Kontich"
Memovie,http://www.memovie.be,Wallonia,"Av. Einstein 11, 1300 Wavre"
mindspeller,http://www.mindspeller.com,Flanders,
ML2Grow,http://www.ml2grow.com,Flanders,"Reigerstraat 8, 9000 Gent"
MoodMe,http://www.moodme.biz,Wallonia,"Rue des Vertes Haies 15, 1400 Nivelles"
Novable,https://novable.com/,Brussels,"Terhulpensesteenweg 150, 1170 Watermaal-Bosvoorde"
Plunch,http://www.plunch.net,Wallonia,
Predicube,http://www.predicube.com,Flanders,
PRICING PACT,https://www.pricingpact.com/,Brussels,"Oude Vijversstraat 55, 1190 Vorst"
Salesflare,https://salesflare.com/,Flanders,
Showpad,http://www.showpad.com,Flanders,"Moutstraat 62, 9000 Gent"
SIRIUS Insight,http://www.siriusinsight.be ,Wallonia,"Av. Alexander Fleming 10, 1348 Ottignies-Louvain-la-Neuve"
Sortlist,https://www.sortlist.com/,Wallonia,"Av. Zénobe Gramme 29, 1300 Wavre"
Sparkcentral,http://www.twitspark.com,Flanders,2012
Spott,http://www.appiness.mobi,Flanders,"Groeneweg 17, 9320 Aalst"
Taglayer,http://www.taglayer.com,Flanders,"Oude Koornmarkt 28, 2000 Antwerpen"
Trackuity,http://www.trackuity.com,Flanders,"Ridderstraat 15, 9000 Gent"
Verbolia,http://verbolia.com,Wallonia,"Rue Jean Burgers 2, 7850 Edingen"
Willow,http://www.contento.us,Flanders,20 mei 1988 (Verenigde Staten)
Alexandria.works,https://alexandria.works/findr/,Flanders,
Amethix,http://amethix.com,Flanders,0478 99 89 36
BrightKnight,http://brightknight.eu,Brussels,"Schildknaapsstraat 48, 1000 Brussel"
Crunch Analytics,https://www.crunchanalytics.be/,Flanders,"Rodelijvekensstraat 28/bus 002, 9000 Gent"
Datascouts,https://datascouts.eu/,Flanders,"Wiedauwkaai 23, 9000 Gent"
Datavillage,https://www.datavillage.me,Brussels,
Dice,https://www.dice-cro.com/,Flanders,
Doccle,http://doccle.be,Brussels,"511.000 (actief, juni 2015)"
Dual Lab,https://www.duallab.com/,Brussels,"Chem. Long 315, 1310 La Hulpe"
Element 61,https://www.element61.be/en,Brussels,"Buro & Design Center - Esplanade 1, bus 96, 1020 Brussel"
i.Deeds,https://www.ideeds.be/en,Flanders,"Molenstraat 72, 8790 Waregem"
Infofarm,https://infofarm.be/,Flanders,"Prins Boudewijnlaan 24E, 2550 Kontich"
JetPack,http://jetpack.ai,Brussels,
Kensu,http://www.kensu.io,Wallonia,
Klassif.ai,http://www.klassif.ai,Flanders,"Gaston Geenslaan 11, 3001 Leuven"
Marple,https://getmarple.io/,Flanders,23
Metamaze,https://metamaze.eu/,Flanders,"Oudeleeuwenrui 39, 2000 Antwerpen"
Moonoia,https://www.moonoia.com/,Wallonia,"Av. Georges Lemaître 58a, 6041 Charleroi"
Open Analytics,http://www.openanalytics.eu,Flanders,"Jupiterstraat 20, 2600 Antwerpen"
PVH Data Consulting,http://topicalfacets.com,Flanders,
Python Predictions,https://www.pythonpredictions.com/,Brussels,"Roger Vandendriesschelaan 9, 1150 Brussel"
Robonext,http://www.robonext.eu ,Flanders,"Vestinglaan 55, 2650 Edegem"
Solventure Life,http://www.solventuregroup.com,Flanders,"Bus 18, Blue Tower 1, Sluisweg 1, 9000 Gent"
TIMI,https://timi.eu,Brussels,
UgenTec,http://ugentec.com,Flanders,"Bedrijventerrein Hasselt Kiewit, Kempische Steenweg 303, 3500 Hasselt"
Uman.ai,http://uman.ai,Flanders,"Esplanade Oscar Van De Voorde 1, 9000 Gent"
Valkuren,http://www.valkuren.com,Brussels,"Kantersteen 10/12, 1000 Brussel"
